S/N,Title,Images,Shelflist,Position,Author,Category,SubCategory,Publisher,Description,Tags
4627,Journey to the centre of the earth,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Journey-to-the-centre-of-the-earth.jpg,20-5,016,Jules Verne,Sách truyện thiếu nhi,10-12 tuổi,Dover Publications,"When Professor Lidenbrock discovers a 16th-century manuscript that reveals a route to the earth's core, he can't resist the chance to investigate. Together with his whiz-kid nephew and an Icelandic guide, the professor heads for the crater of an extinct volcano. Tension builds as the trio descends: What bizarre creatures may lurk below? Will the supplies last, and how will the group return to the surface? Meanwhile, the explorers find themselves traveling backward through geologic time to encounter a living past that holds the secrets to the origins of humanity.
The grandfather of modern science fiction, Jules Verne published this gripping tale of adventure in 1864. Verne's skillful storytelling blends realism and romanticism, and his gift for predicting future technological trends adds to the freshness and vitality of his novels. In addition to its action-packed excitement, Journey to the Center of the Earth offers the allure of a psychological quest, in which the trek itself is as important as the destination.",10-12 tuổi
4632,Julius Zebra: rumble with the Romans,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Julius-Zebra-rumble-with-the-Romans.jpg,22-4,036,Gary Northfield,Sách truyện thiếu nhi,10-12 tuổi,Candlewick,"What happens when you mix the gladiatorial combat of ancient Rome with a fast-talking creature who is definitely not a stripy horse?

From a smelly water hole on the African savanna, Julius Zebra is captured, along with Milus the scarred lion and Cornelius the clueless warthog. Transported to the ferocious clamor of the Colosseum, Julius Zebra and his motley menagerie of friends must gear up to be... gladiators! The only way they will gain their freedom is if they win the love of the Roman crowds. But do they have what it takes to succeed in a world where only the meanest and toughest survive? Follow the madcap adventures of Julius Zebra and his pals in short chapters with funny, irreverent text and zany cartoon-style illustrations, with an illustrated guide to Roman numerals and a handy glossary at the end.",10-12 tuổi
4672,Kali and the rat snake,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Kali-and-the-rat-snake.jpg,20-2,008,Zai Whitaker,Sách truyện thiếu nhi,10-12 tuổi,Kane/Miller Book Pub,"Kali's father is a snake catcher - the best in the village. Kali knows that is really something to be proud of, but at school he sometimes gets embarrassed. The other children seem to think there is something very strange about having a snake catcher for a father and eating things like fried termites for a snack. Plus, Kali is the teacher's pet. How will he ever make friends?",10-12 tuổi
4748,Killer camera,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Killer-camera.jpg,20-4,050,Anthony Horowitz,Sách truyện thiếu nhi,10-12 tuổi,Orchard Books,"Two spine-chilling short stories by Anthony Horowitz, a master-storyteller and the best-selling author of the Alex Rider series.
Jamie is pleased with the camera he finds at a car boot sale - that is until he realises everything he photographs breaks... or dies.
Henry soon finds out that his new computer has a life of its own - and it's not afraid to gamble with people's lives.",10-12 tuổi
4764,King Grisly-Beard,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/King-Grisly-Beard.JPG,22-4,029,Brothers Grimm ,Sách truyện thiếu nhi,10-12 tuổi,"Farrar, Straus and Giroux","When a princess refuses to marry any of the princes her father has lined up, he marries her to a poor musician who takes her to his hovel home and makes her work for her keep. But this poor musician seems to know a bit too much about the infamous King Grisly-Beard... and he keeps his face covered a lot of the time.",10-12 tuổi
4800,Knight in training: a horse called Dora,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Knight-in-training-a-horse-called-Dora.jpg,22-2,055,Vivian French,Sách truyện thiếu nhi,10-12 tuổi,Hodder Children's Books,"A funny, exciting series for younger readers, by the bestselling Vivian French and David Melling. Sam J. Butterbiggins' only ambition is to be a Very Noble Knight, but he has a problem - he's been packed off to the castle next door to stay with his aunt, uncle and annoying cousin Prune while his parents are away. But Sam's discovered an ancient scroll listing the six quests to be completed in order to become a knight, and he's already completed the first one! Now he's found his True Companion (Prune), next on the list is to track down a Snow White Steed. But when Aunt Egg orders Sam and Prune to journey to Weasel's Hill to deliver Horace the warthog back to his owner, it looks like the young knight-in-training looks will have to put his quest on hold. Or will he ...?",10-12 tuổi
4808,Knights of the lunch table: the dragon players,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Knights-of-the-lunch-table-the-dragon-players.jpg,20-5,013,Frank Cammuso,Sách truyện thiếu nhi,10-12 tuổi,Graphix,"Artie King, the uncrowned good guy of Camelot Middle School, is back with his pals Percy and Wayne in tow as he tries to evade evil Principal Dagger, avoid the school bully Joe and his Horde, and unravel the secret of a pack of mysterious magic cards he finds in his locker. Frank Cammuso's action-packed art and comic dialogue is sure to appeal to graphic novel fans and bring new readers to the format. It's knights, knaves, and nonstop fun!",10-12 tuổi
4856,Ladder to the moon,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Ladder-to-the-moon.jpg,21-3,006,Maya Soetoro-Ng,Sách truyện thiếu nhi,10-12 tuổi,Candlewick,"Little Suhaila wishes she could have known her grandma, who would wrap her arms around the whole world if she could, Mama says. And one night, Suhaila gets her wish when a golden ladder appears at her window and Grandma Annie invites the girl to go along with her on a magical journey. Maya Soetoro-Ng and Yuyi Morales’s dreamlike tale reminds us that loved ones lost are always with us, and that sometimes we need only look at the moon and remember.",10-12 tuổi
4857,Ladder to the moon,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Ladder-to-the-moon.jpg,21-3,003,Maya Soetoro-Ng,Sách truyện thiếu nhi,10-12 tuổi,Candlewick,"Little Suhaila wishes she could have known her grandma, who would wrap her arms around the whole world if she could, Mama says. And one night, Suhaila gets her wish when a golden ladder appears at her window and Grandma Annie invites the girl to go along with her on a magical journey. Maya Soetoro-Ng and Yuyi Morales’s dreamlike tale reminds us that loved ones lost are always with us, and that sometimes we need only look at the moon and remember.",10-12 tuổi
4909,"Layla, Queen of hearts",https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Layla-Queen-of-hearts.jpg,20-4,051,Glenda Millard,Sách truyện thiếu nhi,10-12 tuổi,"Farrar, Straus and Giroux","When Layla's school announces a Senior Citizens’ Day, Layla is at a loss. Who can she take? Her friend Griffin Silk offers to share his grandmother, Nell, but Layla desperately wants someone of her own. So Nell introduces Layla to Miss Amelie and a friendship begins. Layla soon learns that Miss Amelie has problems with her memory. Layla is determined to help - and a small but significant miracle occurs in this warm and loving novel about the healing power of friendship.",10-12 tuổi
4989,Lightning flash,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lightning-flash.jpg,22-3,037,Felicia Law,Sách truyện thiếu nhi,10-12 tuổi,Windmill Books,"Taking refuge on the cliffs above the beach during a ferocious storm, the castaway monkeys finally have proof that they are not alone on the island when they come across a masked monkey stunned by lightning and decide to help him.",10-12 tuổi
4993,Lily lands in bubble trouble,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lily-lands-in-bubble-trouble.jpg,22-2,107,Elizabeth Pulford,Sách truyện thiếu nhi,10-12 tuổi,Scholastic,"It is Mother Angel's birthday and Lily wants to be part of the grand celebrations. But she is sick with spottimonities and is stuck in the Saintly Sick Room. Will Lily, with the help of a bubble-soaked Frumplepuss, manage to get to the party?",10-12 tuổi
4998,Lin Yi's lantern,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lin-Yi_s-lantern.jpg,22-2,011,Brenda Williams,Sách truyện thiếu nhi,10-12 tuổi,Barefoot Books,"Lin Yi's mother has sent him to the local market to buy food for the Moon Festival, but what he really wants is a red rabbit lantern. Will he barter well enough to be able to buy one? Benjamin Lacombe's vivid illustrations are the perfect complement to Brenda Williams' gentle story.",10-12 tuổi
4999,Lincoln tells a joke,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lincoln-tells-a-joke.jpg,22-3,026,Kathleen Krull,Sách truyện thiếu nhi,10-12 tuổi,HMH Books for Young Readers,"Poor Abraham Lincoln! His life was hardly fun at all. A country torn in two by war, citizens who didn’t like him as president, a homely appearance - what could there possibly be to laugh about? And yet he did laugh. Lincoln wasn’t just one of our greatest presidents. He was a comic storyteller and a person who could lighten a grim situation with a clever quip.
This unusual biography of Lincoln highlights his life and presidency, focusing on what made his sense of humor so distinctive - and so necessary to surviving his tough life and times.",10-12 tuổi
5044,Little Jack Horner and friends,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Little-Jack-Horner-and-friends.jpg,22-3,041,Miles Kelly,Sách truyện thiếu nhi,10-12 tuổi,Miles Kelly Publishing,"This collection of best-loved nursery rhymes also includes fairy tales and first poems. Children will love reading about Little Jack Horner, Peter Piper and The Queen of Hearts as they enjoy the beautiful illustrations.",10-12 tuổi
5070,Little Miss Muffet and friends,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Little-Miss-Muffet-and-friends.jpg,22-3,006,Miles Kelly,Sách truyện thiếu nhi,10-12 tuổi,Miles Kelly Publishing,"This collection of best-loved nursery rhymes also includes fairy tales and first poems. Children will love reading about Little Miss Muffet, Lucy Locket and The Muffin Man as they enjoy the beautiful illustrations.",10-12 tuổi
5239,Loon,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Loon.jpg,19-3,002,Susan Vande Griek,Sách truyện thiếu nhi,10-12 tuổi,Groundwood Books,"The haunting call of a loon is quintessential summertime for many people. These majestically beautiful birds breed on northern lakes during the spring and summer, and when fall arrives, they migrate to open coastal waters. Young loons stay on the ocean for three or four years until they mature and their gray feathers molt, turning to the beautiful black-and-white patterned feathers by which they are known. At this point they return to an inland lake to find a mate and have their young.

This gorgeously illustrated prose poem follows two baby chicks through this cycle. We witness their birth, and how they learn to swim, find food and avoid predators such as snapping turtles and big bass, and the possible danger of boaters. In the fall they imitate their parents as they learn to fly and are eventually large and strong enough to make their own migration to the coast.

An afterword supplies other interesting facts about the common loon, which some scientists believe has inhabited lakes and oceans for millions of years. It describes these birds’ amazing diving ability, their four different calls, and the different factors that threaten them, such as loss of habitat due to human proximity and environmental problems (acid rain, deadly toxins in lakes, oil spills and global warming), suggesting different ways that we might help to protect them.",10-12 tuổi
5248,Losing turtle,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Losing-turtle.jpg,20-3,071,Adrienne Frater,Sách truyện thiếu nhi,10-12 tuổi,Walker Books Australia,"Gran loves to knit jumpers for Sam. But Sam has had enough of the woolly presents. Can Sam accidentally lose the latest turtle jumper?

Gran s excited to knit Sam a jumper with a leatherback turtle on it just like the one she saw on her holiday. But Sam already has many knitted jumpers from Gran and he doesn t like them as much as he used to. Perhaps he can lose turtle so he doesn t have to tell Gran his true feelings about her woolly presents? Sam always has the best of intentions, but some how his plans always seem to go wrong. These fun three stories are full of humour and show Sam s inventive nature.",10-12 tuổi
5279,Love from Pooh,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Love-from-Pooh.jpg,22-4,023,A. A. Milne,Sách truyện thiếu nhi,10-12 tuổi,Egmont,"Wear your heart on your sleeve with this lovely gift book featuring words of love from the world's best-loved bear, Winnie-the-Pooh.

With original quotations from A.A. Milne and E.H. Shepard's timeless illustrations this little book is the ideal gift for Valentine's Day.

A mini hardback book that makes the perfect present for Winnie-the-Pooh fans.

“Wherever I am there’s always Pooh

There’s always Pooh and me.

Whatever I do, he wants to do,

“Where are you going today?” says Pooh

“Well that’s very odd ‘cos I was too.""",10-12 tuổi
5302,Lucky beans,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lucky-beans.jpg,20-2,027,Becky Birtha,Sách truyện thiếu nhi,10-12 tuổi,Albert Whitman & Company,"Like so many people during the Great Depression of the 1930s, Marshall Loman's dad has lost his job. There's little money, but there are plenty of beans-in fact, Ma cooks them for supper every single night! Beans start looking better when Marshall sees the contest posted in the furniture store window. How many beans are in the jar? Win this brand new sewing machine! Ma needs that sewing machine-but how can Lomans possibly guess right? Then Marshall remembers something he learned in arithmetic class. Becky Birtha's engaging story, based on her grandmother's memories of Depression years in the African American community, is illustrated by Nicole Tadgell's expressive paintings.",10-12 tuổi
5303,Lucky beans,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lucky-beans.jpg,20-2,026,Becky Birtha,Sách truyện thiếu nhi,10-12 tuổi,Albert Whitman & Company,"Like so many people during the Great Depression of the 1930s, Marshall Loman's dad has lost his job. There's little money, but there are plenty of beans-in fact, Ma cooks them for supper every single night! Beans start looking better when Marshall sees the contest posted in the furniture store window. How many beans are in the jar? Win this brand new sewing machine! Ma needs that sewing machine-but how can Lomans possibly guess right? Then Marshall remembers something he learned in arithmetic class. Becky Birtha's engaging story, based on her grandmother's memories of Depression years in the African American community, is illustrated by Nicole Tadgell's expressive paintings.",10-12 tuổi
5304,Lucky beans,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lucky-beans.jpg,20-3,026,Becky Birtha,Sách truyện thiếu nhi,10-12 tuổi,Albert Whitman & Company,"Like so many people during the Great Depression of the 1930s, Marshall Loman's dad has lost his job. There's little money, but there are plenty of beans-in fact, Ma cooks them for supper every single night! Beans start looking better when Marshall sees the contest posted in the furniture store window. How many beans are in the jar? Win this brand new sewing machine! Ma needs that sewing machine-but how can Lomans possibly guess right? Then Marshall remembers something he learned in arithmetic class. Becky Birtha's engaging story, based on her grandmother's memories of Depression years in the African American community, is illustrated by Nicole Tadgell's expressive paintings.",10-12 tuổi
5311,Lucy and the magic loom,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lucy-and-the-magic-loom.jpg,21-1,036,Alice Downes,Sách truyện thiếu nhi,10-12 tuổi,Sky Pony,"Meet Lucy - twelve years old, missing her best friend, and just waiting for an adventure to come her way. When Lucy discovers a mysterious package at her front door, she’s certain it’s meant for her. Never mind to whom it’s addressed. She unties the green string and tears open the simple brown paper to reveal a loom - a golden magic loom. The magic loom leads her to a dusty bookcase and through a secret passageway, into an enchanted world.

This new world is filled with fantastic creatures, castles, and vast, colorful landscapes. Lucy quickly encounters several challenges that she can only overcome with the help of her loom. She’ll need to build a bridge, distract a giant beast, fly above an entire forest, and rescue a girl trapped in a castle.

Lucy will have to use her imagination and a lot of creativity to come up with solutions that will work. She must focus on her mission and never give up, even when things seem impossible. This story rewards kindness and generosity, and emphasizes the importance of friendship and helping others. And for any young reader who loves the Rainbow Loom, this is a story to get them excited about reading, too! Discover a new adventure series with Rainbow Looms!",10-12 tuổi
5312,Lucy and the magic loom,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lucy-and-the-magic-loom.jpg,22-4,061,Alice Downes,Sách truyện thiếu nhi,10-12 tuổi,Sky Pony,"Meet Lucy - twelve years old, missing her best friend, and just waiting for an adventure to come her way. When Lucy discovers a mysterious package at her front door, she’s certain it’s meant for her. Never mind to whom it’s addressed. She unties the green string and tears open the simple brown paper to reveal a loom - a golden magic loom. The magic loom leads her to a dusty bookcase and through a secret passageway, into an enchanted world.

This new world is filled with fantastic creatures, castles, and vast, colorful landscapes. Lucy quickly encounters several challenges that she can only overcome with the help of her loom. She’ll need to build a bridge, distract a giant beast, fly above an entire forest, and rescue a girl trapped in a castle.

Lucy will have to use her imagination and a lot of creativity to come up with solutions that will work. She must focus on her mission and never give up, even when things seem impossible. This story rewards kindness and generosity, and emphasizes the importance of friendship and helping others. And for any young reader who loves the Rainbow Loom, this is a story to get them excited about reading, too! Discover a new adventure series with Rainbow Looms!",10-12 tuổi
5313,Lucy and the magic loom,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lucy-and-the-magic-loom.jpg,22-4,057,Alice Downes,Sách truyện thiếu nhi,10-12 tuổi,Sky Pony,"Meet Lucy - twelve years old, missing her best friend, and just waiting for an adventure to come her way. When Lucy discovers a mysterious package at her front door, she’s certain it’s meant for her. Never mind to whom it’s addressed. She unties the green string and tears open the simple brown paper to reveal a loom - a golden magic loom. The magic loom leads her to a dusty bookcase and through a secret passageway, into an enchanted world.

This new world is filled with fantastic creatures, castles, and vast, colorful landscapes. Lucy quickly encounters several challenges that she can only overcome with the help of her loom. She’ll need to build a bridge, distract a giant beast, fly above an entire forest, and rescue a girl trapped in a castle.

Lucy will have to use her imagination and a lot of creativity to come up with solutions that will work. She must focus on her mission and never give up, even when things seem impossible. This story rewards kindness and generosity, and emphasizes the importance of friendship and helping others. And for any young reader who loves the Rainbow Loom, this is a story to get them excited about reading, too! Discover a new adventure series with Rainbow Looms!",10-12 tuổi
5317,Lucy Longwhiskers finds a friend,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lucy-Longwhiskers-finds-a-friend.jpg,21-4,046,Daisy Meadows,Sách truyện thiếu nhi,10-12 tuổi,Orchard Books,"It's Story Day in Friendship Forest, and Jess and Lily are invited to join in the fun!
But when wicked witch Grizelda tries to destroy Mrs Taptree's library, they need the help of Lucy Longwhiskers and her new friend Sophie Flufftail. Can they save Story Day?",10-12 tuổi
5339,"Lyle, Lyle, Crocodile: storybook treasury",https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Lyle-Lyle-Crocodile-storybook-treasury.jpg,20-2,039,Bernard Waber,Sách truyện thiếu nhi,10-12 tuổi,HMH Books for Young Readers,"Every home should have a crocodile!
Splish, splash. Over fifty years ago, the Primms moved into the house on East 88th street and found a crocodile soaking in the bathtub. Since then, Lyle has won the hearts of all he meets.",10-12 tuổi
5347,Macbeth,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Macbeth.jpg,22-2,108,Marcia Williams,Sách truyện thiếu nhi,10-12 tuổi,Penguin Group,"An accessible, illustrated retelling of Shakespeare's epic tragedy by master storyteller Marcia Williams. The perfect introduction to Shakespeare's tragedy Macbeth for children, written and illustrated by master storyteller Marcia Williams. Macbeth seems to have everything - success on the battlefield, a happy marriage, and the respect of the King. But soon he wants even more. When three witches predict that he'll be King one day, he'll go to any lengths to get it ... even murder. This accessible retelling is faithful to the play and features Shakespeare's own dialogue.",10-12 tuổi
5374,Magical princess stories,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Magical-princess-stories.jpg,20-3,022,Various,Sách truyện thiếu nhi,10-12 tuổi,Orchard Books ,"An exquisite princess collection, celebrating the richness of the country's leading author and illustrator talent. Here are seven beautiful princess stories retold for today's audience, to be cherished by children and adults alike.",10-12 tuổi
5500,Marty McGuire digs worms,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Marty-McGuire-digs-worms.jpg,21-4,009,Kate Messner,Sách truyện thiếu nhi,10-12 tuổi,Scholastic Press,"A funny, accessible chapter-book series about an irrepressible third grader.Marty McGuire's third-grade class has a special assignment: Save the Earth! Even more exciting, the best project wins a special award. Marty's pretty sure her classmates' ideas won't stand a chance against her plan to turn the garbage from the school cafeteria into fertilizer. All she needs is a little help from her teammate and best friend, Annie--and the worms in her grandma's garden.But it turns out that worms are awfully SLOW eaters. And when the critters escape, the whole class starts grumbling. Can Marty save the Earth without losing her friends?",10-12 tuổi
5501,Marty McGuire digs worms,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Marty-McGuire-digs-worms.jpg,21-4,007,Kate Messner,Sách truyện thiếu nhi,10-12 tuổi,Scholastic Press,"A funny, accessible chapter-book series about an irrepressible third grader.Marty McGuire's third-grade class has a special assignment: Save the Earth! Even more exciting, the best project wins a special award. Marty's pretty sure her classmates' ideas won't stand a chance against her plan to turn the garbage from the school cafeteria into fertilizer. All she needs is a little help from her teammate and best friend, Annie--and the worms in her grandma's garden.But it turns out that worms are awfully SLOW eaters. And when the critters escape, the whole class starts grumbling. Can Marty save the Earth without losing her friends?",10-12 tuổi
5504,Marvelous machinery: rides at work,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Marvelous-machinery-rides-at-work.jpg,27-3L,011,Nathan Lepora,Sách tham khảo,Phát minh,Gareth Stevens Publishing,"Describes different types of roller coasters, the simple machines that they consist of, and the forces that make them work.",10-12 tuổi
5527,Material world: glass,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Material-world-glass.jpg,27-4,025,Claire Llewellyn,Sách tham khảo,Phát minh,‎Franklin Watts,"An introduction to the production, characteristics, and uses of glass.",10-12 tuổi
5530,Math counts: capacity,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Math-counts-capacity.jpg,25-5,062,Henry Pluckrose,Sách tham khảo,Mọi thứ vận hành ra sao,Children's Press,Explains that the space inside a container is its capacity.,10-12 tuổi
5548,Max and Moritz,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Max-and-Moritz.jpg,20-5,015,Wilhelm Busch,Sách truyện thiếu nhi,10-12 tuổi,Dover Publications Inc.,"Wilhelm Busch was the most prominent German humorous poet and is regarded as a pioneer of the comic. His all-time classic ""Max and Moritz - A Juvenile Story in Seven Tricks"" was first published in 1865 and is one of the most sold children's books worldwide.",10-12 tuổi
5561,Max Rumble Footy: smashed,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Max-Rumble-Footy-smashed.jpg,21-4,015,Michael Wagner,Sách truyện thiếu nhi,10-12 tuổi,Black Dog Books ,"There was a crack of lightning… The hailstones suddenly got much bigger. They were the size of watermelons!
Even the weather has turned against the Stone Valley Saints. How can Maxx guide his team through the storm?",10-12 tuổi
5590,Measuring how big is it,https://lotuscommunity.org.vn/wp-content/uploads/2021/06/Measuring-how-big-is-it.jpg,25-5,043,Sally Hewitt,Sách tham khảo,Mọi thứ vận hành ra sao,Stargazer Books,"Explores the science of size, weights, and measurement using familiar objects and everyday situations; introduces key terms; and includes games, activities, and a final quiz.",10-12 tuổi
